,wine_alcohol,wine_category,wine_country,wine_description,wine_name,wine_point,wine_price,wine_region,wine_variety,year
2499,20.0,Port/Sherry,Portugal,"Known for its seemingly unlimited stocks of aged tawnies and white Ports released in small quantities, this firm's 20-year-old white is a beautifully smooth wine. It shows its maturity in old wood character and deep gold fruit flavors. Maintaining its juicy acidity, it's a superb sipping wine. Drink now. ",Kopke NV 20 Years Old White  (Port),94,60,Port,Port,
2500,20.0,Port/Sherry,Portugal,"This impressive Port was made with old vine grapes foot-trodden in open lagares. Opulent, dense and rich with sweet fruit balanced by dry tannins and considerable acidity, it's built to age seriously. Named after Antonia Adelaide Ferreira—a legendary Douro figure from the 19th century whose family still owns the estate—it will be ready to drink from 2028 at the earliest. ",Quinta do Vallado 2014 Vallado Adelaide Vintage  (Port),94,110,Port,Port, 2014
2505,,Red,Portugal,"This wine is soft, with gentle tannins and red-berry fruits. It will develop quickly, so drink from 2019. ",Prats & Symington LDA 2015 Prazo de Roriz Red (Douro),85,17,Douro,Portuguese Red, 2015
2506,20.0,Port/Sherry,US,"This is made from 100% Syrah from mountainous Stagecoach Vineyard and then fortified with Germain-Robin brandy. The resulting commingle is delicious in plummy chocolate, baked cherry, cola and pepper with a viscosity on the palate that intensifies on the finish. ",Patland 2013 D'Oro Stagecoach Vineyard Syrah (Napa Valley),90,80,California,Syrah, 2013
2507,19.0,Port/Sherry,US,"Made entirely from Syrah grown on its property across multiple vintages, and then cave-aged six years in American oak, this is a nice dessert wine, raisiny and brimming in Christmas spice. With plenty of body and acidity, it swims effortlessly and smoothly on the palate, a bite of decadence that will work well with rich cheeses. ",Deerfield Ranch NV Tawny Estate Syrah (Sonoma Valley),90,50,California,Syrah,
2508,,Red,Portugal,"The second wine of this legendary Douro estate is rich and full bodied. It has dark tannins along with generous red-berry fruits and juicy acidity. It will develop into a full, while accessible wine. Drink from 2020. ",Quinta do Vesuvio 2014 Pombal do Vesuvio Red (Douro),90,28,Douro,Portuguese Red, 2014
2509,,Red,Portugal,"This is the latest vintage of the second wine produced by the joint venture between the Symington Family and Bruno Prats from Bordeaux. While the wine has plenty of wood, it also has the potential of ripe blackberry fruits. It is rich, full of ripe tannins and toast from the wood. Nutmeg and cinnamon add interest. Drink from 2019. ",Prats & Symington LDA 2014 Post Scriptum Red (Douro),91,28,Douro,Portuguese Red, 2014
2510,19.0,Port/Sherry,US,"This is a semi-dry fortification of Cabernet Sauvignon bottled in 2015. Intense in baked plum and dried cherry, it delivers in style and balance, with full, luxurious layers of Christmas spice, gingerbread and dark chocolate. ",Prager NV Noble Companion 10-Year-Old Tawny Port (Napa Valley),91,80,California,Port,
2511,20.0,Port/Sherry,Portugal,"This wood-aged Port is at a halfway point between the fruit of a young wine and the more woody, dried-fruit character of a mature Colheita. That makes for a wine that has some red fruits as well as raisins, with acidity both from the fruitiness and from the wood. Like any tawny Colheita, this wine is ready to drink. ",Poças 2001 Colheita  (Port),91,70,Port,Port, 2001
2512,,Red,Portugal,"This wine is rich, full and densely concentrated. With wood aging not far away, it is still toasty, offering weighty ripe fruit that shows great potential. This impressive wine is produced by the joint venture between the Symington Family and Bordeaux consultant Bruno Prats. Drink from 2020. ",Prats & Symington LDA 2014 Chryseia Red (Douro),93,70,Douro,Portuguese Red, 2014
2513,,Red,Portugal,"Concentrated and powerful, this wine comes from one of the grandest estates in the Douro, now owned by the Symington family. Full of rich fruit along with layers of firm tannins, it is solid, dark and will age well, giving an impressive wine from 2020. ",Quinta do Vesuvio 2014 Red (Douro),94,75,Douro,Portuguese Red, 2014
2514,,Red,Portugal,"Always impressive, this wine is structured and powerful, with firm tannins that are still coming together. Packed with black fruits and tannins, it conveys a rich, almost Port-like quality, perhaps because the grapes are foot-trodden as in Port. Drink this wine from 2022. ",Quinta Vale Dona Maria 2014 Vinha da Francisca Red (Douro),95,100,Douro,Portuguese Red, 2014
2515,19.5,Port/Sherry,Portugal,"This beautifully perfumed wine has all the tannins that will allow it to age over many decades. It also offers the rich blackberry, dark plum and great structure that will support that aging. As so often, Noval has released a vintage when other major producers have held back. But this powerful wine fully justifies the decision. Drink from 2025 for the fruit, 2030 for the complexity. ",Quinta do Noval 2014 Vintage  (Port),96,105,Port,Port, 2014
2516,19.5,Port/Sherry,Portugal,"Nacional Vintage Port comes from a small parcel of ungrafted vines on a series of terraces at the Noval estate. It is a legendary wine, produced only occasionally. This wine is still impressively young and shows that it will age for decades. With its dark black fruits and succulent tannins, it is powerful and concentrated. Drink this wine from 2021 and for many years. ",Quinta do Noval 2001 Nacional Vintage  (Port),98,595,Port,Port, 2001
2517,15.1,Red,US,"This big, bold wine has the taste profile of a Port but is not so sweet or full bodied. Deeper than usual in color, it's concentrated to the point of overripeness in aroma. Rich on the palate with flavors like blackberry syrup and dark chocolate, it should be perfect as an after-dinner wine. ",Jaxon Keys 2013 Estate Mae's Block Ravazzi Vineyard Zinfandel (Mendocino),88,32,California,Zinfandel, 2013
2518,14.7,Port/Sherry,US,"Mouthfilling, mouthcoating and full bodied, this dark-colored wine blends ripe but not sweet blackberry and black-cherry flavors with dark chocolate and baking-spice nuances for a complex and delicious taste profile. It's rich enough in flavor and viscous enough in texture that the abundant tannins seem to be absorbed, and the mouthfeel is soothing. Best from 2018–2023. ",Jaxon Keys 2013 Estate Allie Key's Vineyard Petite Sirah (Mendocino),91,40,California,Petite Sirah, 2013
2520,15.3,Red,US,"Incredibly ripe and dried black cherry, strawberry, clove and smoke aromas give this bottling an almost port-like nose. The palate is similar, with prune and raisin touches, with cooked red fruit and baking spice. ",Palumbo Family Vineyards 2013 50-50 Syrah-Cabernet Sauvignon (Temecula Valley),87,45,California,Syrah-Cabernet Sauvignon, 2013
2521,21.0,Port/Sherry,Spain,"This is beautifully bottled and priced for loftiness, but this reviewer finds the wine to be fiery, ultra acidic and just not that pleasurable. Cheesy aromas set up a palate with blazing acidity. That leads to sourness that adorns flavors of salt and peanuts. Despite the fancy packaging, this doesn't come across as anything better than good. ",Bodegas Yuste NV Conde de Aldama Amontillado Palomino (Jerez),87,175,Andalucia,Palomino,
2522,20.0,Port/Sherry,Portugal,"Produced from a field blend of Douro varieties, and foot trodden in open granite fermenters, this is a wine that has an excellent future. It also has such delicious juicy black fruits that it could be drunk soon. Ideally, though, keep this ripe sweet wine until 2026. ",Quinta das Carvalhas 2013 Vintage  (Port),90,60,Port,Port, 2013
2523,20.0,Port/Sherry,Portugal,"From vineyards in the upper Douro Superior, this single estate Vintage Port is dense and richly sweet. It has the right tannic structure, perfumed black fruits as well as a dense, concentrated character. It is just setting out on its aging, and will be best from 2025. ",Duorum 2013 Vinha de Castelo Melhor Vintage  (Port),90,58,Port,Port, 2013
2524,20.0,Port/Sherry,Portugal,"Delaforce is a long-established brand that first appeared in the US in the 1930s though it came on the European market in 1878. The wine is sweet with that fascinating old wood character of an aged tawny. Toffee, spice and dried fruits give it a wide range of flavors. The wine, ripe and balanced, is ready to drink. ",Delaforce NV Curious & Ancient 20 Years  (Port),90,60,Port,Port,
2525,20.0,Port/Sherry,Portugal,This is a rich complex wine from a great vintage Port year. It has much of the same intense fruit as the vintage wines but with the advantage of longer aging in barrel to allow the rich dark plum and spice to be more ready to drink. It is bottled to be drunk now although another six months into 2017 will make it even better. ,Royal Oporto 2011 Late Bottled Vintage  (Port),91,20,Port,Port, 2011
2526,19.5,Port/Sherry,Portugal,"The wine is rich and spicy with layers of dried raisin and prune flavors along with a light touch of acidity. Its ripe fruit is tempered by the bite of spirit that gives the wine a lift as well as adding extra richness. On the dry side of Ports, it is made to be drunk now. ",Quinta de la Rosa 2012 Late Bottled Vintage  (Port),91,28,Port,Port, 2012
2527,19.5,Port/Sherry,Portugal,"Coming from the great 2011 vintage, this is an impressive wine. It is rich, smooth and generous in the mouth. Dark dried fruits and acidity create a wine that is on the dry side of Ports. The tannins and acidity and the fact the wine is unfiltered mean it could age although ready now. Drink until 2030. ",Quinta do Noval 2011 Unfiltered Single Vineyard Late Bottled Vintage  (Port),92,27,Port,Port, 2011
2528,19.5,Port/Sherry,Portugal,"While this was not a generally declared Vintage, there are many attractive, structured single-quinta Ports, such as this. It has ripe sweet black plum and dried prune flavors along with just the right tannic structure to let it age further. While it is drinkable now for its fruit, it will be so much better from 2020. ",Quinta da Romaneira 2005 Vintage  (Port),92,50,Port,Port, 2005
2529,19.5,Port/Sherry,Portugal,"This is not a declared vintage but one that has produced a fine and structured wine that is dark and dense and seriously firm. It is just turning from Millennial to Gen X and has begun to develop secondary flavors that give it weight and a rounder character. The wine is of course ready, although it will remain like this for many years. ",Quinta da Romaneira 2004 Vintage  (Port),93,50,Port,Port, 2004
2530,19.5,Port/Sherry,Portugal,"A field blend of grapes from two vineyards forms the backbone of this vintage Port. It is rich with young fruitiness that masks the firm tannins that will allow this wine to age many years. Berry flavors are balanced with acidity and richness to give a perfumed wine. In its young fruitiness it is ready to drink, although it will age well and really should not be drunk until 2025 at least. ",Churchill's 2014 Vintage  (Port),93,70,Port,Port, 2014
2531,19.5,Port/Sherry,Portugal,"The liquorous old gold color of this wine indicates the long barrel aging. It is rich with spice, dried fruits and old wood flavors all finely interwoven. The wine, which originated in a field blend of old vines, has a final shot of acidity to bring it to life. ",Churchill's NV 30 Years Old Tawny  (Port),94,70,Port,Port,
2532,19.5,Port/Sherry,Portugal,"This 1967 is part of Taylor Fladgate's regular releases of aged Colheita. It is showing a perfect moment in which the fruit finally passes into old gold maturity. The wine still has hints of sultanas, but now it's the fine wood and spice character that is equally important. The wine, of course, is ready to drink and will not age further. ",Taylor Fladgate 1967 Single Harvest  (Port),94,300,Port,Port, 1967
2533,20.0,Dessert,US,"Power and grace combine in this great fortified wine. Already 10 years old, it will age gracefully through at least 2030 if kept in a cool cellar. The aromas combine ripe, vivid cherry and blackberry with caramel accents. Flavors are very ripe but tangy at the same time, echoing plum jam and toffee on the finish. ",Quady 2006 Starboard Dessert Wine Port (Amador County),95,34,California,Port, 2006
2534,20.0,Port/Sherry,Portugal,"Harvested the year a princess became Queen Elizabeth II, this wine aged in oak until now. Bottled in 2016, this is a deep old-gold colored wine. On the palate, it is rich and sweet, with flavors of wood contrasting with the beautiful raisin and prune flavors. It is still impressively fresh and vibrant. It is, of course, ready to drink now. ",Messias 1952 Porto Envelhecido em Casco Colheita  (Port),95,499,Port,Port, 1952
